Education<9th,HSNoDiploma,HSGraduate,SomeCollege,Associates,Bachelors,Graduate,MedianEarnings,year,state_po,district
3.78,6.61,30.0,20.94,7.91,18.8,11.96,47167.86,2018,TN,2
4.25,8.22,34.65,20.6,7.8,15.67,8.81,45134.740000000005,2018,TN,3
4.59,8.59,33.91,19.74,8.06,16.92,8.19,47852.990000000005,2018,TN,4
4.15,6.16,24.45,19.81,6.55,25.25,13.63,48975.66,2018,TN,5
4.89,7.6,36.51,21.05,7.67,14.87,7.42,46780.1,2018,TN,6
3.47,7.62,32.34,19.77,6.44,18.65,11.71,49313.64,2018,TN,7
4.22,6.91,31.82,21.08,6.9,17.22,11.86,49791.79,2018,TN,8
4.95,9.24,31.62,23.72,5.85,14.61,10.01,40941.43,2018,TN,9
5.73,9.24,27.75,27.5,8.94,14.37,6.47,43646.58,2018,TX,1
6.87,5.02,18.62,20.45,7.72,26.94,14.38,63169.51,2018,TX,2
2.78,3.07,13.56,19.29,7.34,34.29,19.67,74320.23,2018,TX,3
4.21,8.01,31.78,24.48,8.33,15.49,7.71,50702.240000000005,2018,TX,4
9.2,11.34,30.58,22.32,7.08,12.62,6.86,45749.130000000005,2018,TX,5
5.15,7.09,24.31,25.71,8.65,19.14,9.96,55040.96,2018,TX,6
6.23,5.36,15.42,18.15,5.97,28.65,20.22,61002.770000000004,2018,TX,7
4.72,7.41,27.26,22.91,7.09,20.78,9.82,56485.89,2018,TX,8
12.83,8.62,25.72,20.69,6.63,16.36,9.15,41605.6,2018,TX,9
4.42,5.2,22.89,19.61,7.69,26.48,13.71,62168.670000000006,2018,TX,10
7.09,9.62,32.07,23.35,7.08,14.49,6.29,50488.71,2018,TX,11
4.56,7.25,24.95,23.37,8.27,21.78,9.81,54957.12,2018,TX,12
6.92,9.73,31.29,23.86,7.99,14.33,5.89,44190.23,2018,TX,13
5.42,7.88,29.63,24.76,7.99,16.05,8.27,54562.810000000005,2018,TX,14
18.02,12.3,25.55,19.43,5.49,13.41,5.81,35377.86,2018,TX,15
12.11,7.81,23.17,24.23,8.1,15.87,8.7,39844.96,2018,TX,16
6.41,7.99,25.91,21.19,8.11,19.75,10.63,48057.35,2018,TX,17
12.07,11.49,27.89,20.09,5.92,14.05,8.49,42031.35,2018,TX,18
8.63,9.84,29.4,22.81,6.43,14.99,7.9,43278.47,2018,TX,19
7.68,9.46,26.72,22.84,8.73,15.99,8.58,44353.98,2018,TX,20
2.63,3.56,18.34,22.17,6.73,28.96,17.61,57060.98,2018,TX,21
3.59,4.8,16.09,19.4,9.01,28.82,18.29,69144.42,2018,TX,22
13.06,10.46,27.69,19.8,6.61,15.5,6.88,40951.91,2018,TX,23
4.21,4.5,18.75,20.1,6.13,29.59,16.72,64734.96,2018,TX,24
3.12,5.59,22.53,21.68,7.74,24.71,14.64,58651.32,2018,TX,25
3.15,3.96,17.23,21.64,8.66,30.17,15.18,67539.67,2018,TX,26
7.9,9.92,30.69,23.32,7.69,13.64,6.85,46064.840000000004,2018,TX,27
16.17,11.24,29.81,18.03,6.54,12.68,5.53,40224.86,2018,TX,28
21.8,15.8,29.47,17.04,5.12,7.58,3.19,39355.020000000004,2018,TX,29
10.01,11.48,29.0,22.73,5.99,13.78,7.01,46184.05,2018,TX,30
3.45,4.05,22.97,24.01,9.37,24.04,12.09,56479.340000000004,2018,TX,31
6.51,6.08,16.9,20.69,6.65,27.35,15.83,56193.76,2018,TX,32
25.03,15.97,29.81,15.62,3.64,7.3,2.63,37920.57,2018,TX,33
17.2,13.42,28.83,17.78,6.64,11.42,4.72,33820.270000000004,2018,TX,34
9.09,9.84,28.83,22.32,6.75,15.66,7.51,43587.630000000005,2018,TX,35
6.18,10.18,31.94,25.71,8.4,12.27,5.33,53102.16,2018,TX,36
2.67,5.02,25.22,26.37,9.24,21.06,10.41,51091.310000000005,2018,UT,1
3.98,5.77,23.41,24.64,9.14,20.8,12.27,47694.48,2018,UT,2
1.86,3.56,16.62,25.98,9.73,27.49,14.76,52533.62,2018,UT,3
2.37,5.91,23.63,25.96,9.77,22.32,10.04,52849.33,2018,UT,4
2.2,5.18,29.01,16.82,8.51,22.49,15.8,49051.64,2018,VT,0
3.46,5.73,24.88,20.81,8.2,22.78,14.14,65860.25,2018,VA,1
2.17,5.13,22.62,24.6,10.47,21.3,13.7,54720.01,2018,VA,2
3.28,7.22,27.95,25.72,9.19,16.71,9.93,47499.29,2018,VA,3
3.88,8.62,28.17,22.1,7.48,17.77,11.99,49062.12,2018,VA,4
4.59,8.09,29.63,20.62,7.93,17.48,11.66,48764.75,2018,VA,5
4.91,7.56,32.4,18.77,9.1,16.77,10.49,47522.87,2018,VA,6
2.99,5.37,24.64,19.07,7.59,24.79,15.55,60696.23,2018,VA,7
5.52,3.27,13.01,11.08,4.91,30.67,31.53,80973.72,2018,VA,8
6.71,9.56,33.74,20.12,10.01,11.62,8.23,42560.590000000004,2018,VA,9
3.79,3.8,15.91,13.93,6.45,30.25,25.87,80747.09,2018,VA,10
4.4,3.57,15.37,13.58,6.24,29.02,27.81,79260.24,2018,VA,11
2.15,3.36,19.04,21.82,10.41,27.26,15.96,73418.95,2018,WA,1
2.65,4.71,23.15,26.36,10.63,22.04,10.47,57161.850000000006,2018,WA,2
2.36,6.15,25.65,27.63,11.09,17.27,9.84,54133.130000000005,2018,WA,3
11.8,8.89,27.1,23.01,8.58,12.71,7.91,44741.740000000005,2018,WA,4
2.31,4.73,23.68,26.06,13.42,18.69,11.1,48665.19,2018,WA,5
2.35,5.13,24.79,27.17,10.47,18.5,11.59,54420.020000000004,2018,WA,6
2.66,2.29,10.75,16.66,7.11,35.03,25.49,78664.19,2018,WA,7
3.23,5.29,24.7,23.38,9.36,22.03,12.01,65311.36,2018,WA,8
5.8,4.78,19.06,18.37,8.97,26.33,16.69,61221.54,2018,WA,9
2.66,5.42,25.62,26.79,11.36,18.37,9.79,53838.380000000005,2018,WA,10
2.93,7.03,39.93,19.17,7.8,13.33,9.8,43252.270000000004,2018,WV,1
4.63,8.05,40.31,18.37,7.51,12.97,8.15,46524.65,2018,WV,2
6.12,10.08,43.34,18.38,5.87,10.29,5.92,40591.66,2018,WV,3
2.82,4.79,30.72,22.09,9.79,19.7,10.09,57173.64,2018,WI,1
1.59,3.83,23.08,18.29,10.87,25.33,17.02,57049.19,2018,WI,2
3.01,4.6,32.82,20.64,12.96,17.45,8.52,48942.91,2018,WI,3
4.96,8.67,30.48,20.72,7.55,17.05,10.56,46316.36,2018,WI,4
1.76,3.28,26.83,20.09,9.8,25.59,12.65,60148.65,2018,WI,5
2.12,5.25,34.25,20.68,10.94,17.9,8.86,52992.12,2018,WI,6
2.59,5.16,34.97,21.11,12.41,15.65,8.11,48197.520000000004,2018,WI,7
1.96,5.34,32.61,19.28,13.01,18.94,8.86,53597.340000000004,2018,WI,8
1.99,5.07,29.59,25.32,10.4,17.36,10.26,51207.9,2018,WY,0
2.88,8.94,33.59,20.68,8.93,16.09,8.88,46235.7,2020,AL,1
4.13,9.25,31.93,21.83,9.36,14.81,8.7,44605.26,2020,AL,2
4.75,10.17,30.9,20.51,9.72,13.57,10.38,47084.94,2020,AL,3
5.21,11.85,34.24,21.98,9.18,11.48,6.06,43989.12,2020,AL,4
3.42,7.24,27.16,19.98,8.75,20.87,12.58,52107.3,2020,AL,5
2.99,6.06,23.66,20.86,7.97,23.85,14.61,59129.28,2020,AL,6
3.85,9.76,35.68,20.12,9.02,12.83,8.74,39420.36,2020,AL,7
2.15,4.27,28.75,25.67,8.96,18.51,11.69,60239.340000000004,2020,AK,0
4.27,7.78,25.68,28.39,8.69,14.95,10.23,46291.14,2020,AZ,1
3.18,5.65,21.34,25.59,8.91,20.53,14.79,46016.46,2020,AZ,2
10.3,12.13,28.91,23.64,8.45,10.61,5.97,40621.14,2020,AZ,3
2.88,8.05,29.53,29.61,8.98,13.34,7.62,44564.94,2020,AZ,4
2.07,3.69,20.46,25.53,10.01,25.31,12.94,63931.14,2020,AZ,5
3.13,5.3,17.9,21.84,8.28,25.95,17.6,59218.74,2020,AZ,6
15.03,13.65,28.98,19.98,6.52,10.97,4.87,39972.24,2020,AZ,7
2.97,5.28,22.93,26.66,10.65,19.9,11.62,53483.22,2020,AZ,8
3.91,5.32,18.3,23.25,7.85,26.03,15.34,52948.98,2020,AZ,9
5.05,8.86,40.11,22.56,7.24,10.88,5.31,40415.76,2020,AR,1
2.96,6.71,31.29,21.09,8.43,18.58,10.94,48274.38,2020,AR,2
6.01,7.78,29.74,20.48,6.95,18.57,10.47,46265.94,2020,AR,3
4.47,8.26,39.11,23.29,7.18,11.77,5.94,39764.340000000004,2020,AR,4
2.91,6.61,25.09,28.56,11.02,17.34,8.47,47299.14,2020,CA,1
4.05,5.17,16.87,22.78,8.46,26.79,15.88,59136.840000000004,2020,CA,2
6.66,6.81,24.15,24.81,10.35,16.98,10.25,54466.02,2020,CA,3
2.52,4.54,20.93,25.64,11.14,23.72,11.5,64694.7,2020,CA,4
5.89,5.7,21.43,24.14,9.56,20.93,12.35,59523.66,2020,CA,5
7.03,6.38,25.26,23.78,7.93,19.86,9.77,52272.36,2020,CA,6
3.71,5.33,20.67,25.59,10.98,22.2,11.54,60429.6,2020,CA,7
6.48,10.86,29.21,26.62,9.48,10.93,6.41,48562.92,2020,CA,8
10.49,8.25,28.24,21.81,8.71,15.34,7.17,52669.26,2020,CA,9
10.28,7.97,29.82,25.89,7.99,13.15,4.89,52788.96,2020,CA,10
6.18,6.26,16.44,18.86,7.48,26.37,18.41,67466.7,2020,CA,11
6.4,4.56,11.42,12.37,4.36,35.87,25.02,96951.96,2020,CA,12
5.94,5.46,14.89,14.56,5.35,30.09,23.7,71575.56,2020,CA,13
6.43,4.5,16.04,15.7,7.81,28.73,20.79,78639.12,2020,CA,14
4.46,4.9,18.45,16.81,7.35,29.12,18.91,84325.5,2020,CA,15
17.57,14.12,24.7,22.62,7.75,9.52,3.73,39116.7,2020,CA,16
4.74,3.67,12.76,12.05,6.62,30.37,29.79,102668.58,2020,CA,17
2.6,2.12,10.83,12.63,6.03,31.17,34.62,103680.36,2020,CA,18
10.46,7.1,18.92,18.78,7.6,23.78,13.36,66015.18000000001,2020,CA,19
16.14,7.61,19.25,18.7,8.6,17.52,12.19,48051.36,2020,CA,20
22.96,14.79,26.3,19.53,5.76,7.67,2.99,35738.64,2020,CA,21
9.9,7.22,22.26,24.67,11.4,15.98,8.57,50834.7,2020,CA,22
6.86,8.15,26.33,26.26,10.29,15.08,7.03,52812.9,2020,CA,23
8.77,6.0,18.75,22.5,8.26,21.59,14.12,51998.94,2020,CA,24
7.6,7.55,23.68,23.64,9.3,18.72,9.51,59773.14,2020,CA,25
9.33,5.21,20.6,20.84,8.84,22.11,13.07,54943.56,2020,CA,26
7.7,5.19,18.29,15.51,7.45,27.19,18.67,62816.04,2020,CA,27
6.12,4.55,17.28,15.68,8.28,31.77,16.32,61574.94,2020,CA,28
16.81,11.86,23.63,18.1,7.31,17.39,4.91,40832.82,2020,CA,29
6.06,4.34,16.66,19.86,7.83,29.41,15.83,61534.62,2020,CA,30
7.2,10.47,24.58,24.17,7.68,15.74,10.17,49567.14,2020,CA,31
12.63,9.43,27.61,20.57,7.43,16.06,6.27,45365.04,2020,CA,32
1.73,1.74,9.44,14.87,5.65,39.39,27.16,91038.78,2020,CA,33
18.79,10.63,20.93,13.58,5.8,21.7,8.56,40735.8,2020,CA,34
13.25,13.35,25.86,22.89,6.4,13.47,4.78,45775.8,2020,CA,35
8.06,9.78,25.63,24.53,7.81,15.06,9.14,45116.82,2020,CA,36
12.04,7.05,16.57,18.38,5.72,23.91,16.33,53096.4,2020,CA,37
9.97,8.81,25.3,22.64,8.44,17.16,7.68,51144.66,2020,CA,38
5.73,4.34,18.08,20.06,8.75,28.43,14.62,63590.94,2020,CA,39
27.15,15.56,25.13,16.75,5.35,7.51,2.55,36750.42,2020,CA,40
13.46,9.9,28.68,23.3,7.07,11.07,6.52,46182.78,2020,CA,41
5.36,5.98,25.78,26.75,9.6,17.56,8.96,59563.98,2020,CA,42
11.87,9.75,22.33,19.58,6.74,20.79,8.94,48657.42,2020,CA,43
19.56,14.66,25.03,20.59,5.3,11.3,3.57,39781.98,2020,CA,44
2.33,3.1,11.5,18.29,8.23,33.8,22.75,81810.54,2020,CA,45
15.91,13.33,24.89,19.4,5.36,14.48,6.64,44987.04,2020,CA,46
9.75,8.06,20.1,20.97,6.97,23.48,10.67,52786.44,2020,CA,47
5.05,5.31,15.94,20.51,8.6,28.24,16.35,66606.12,2020,CA,48
5.94,4.07,14.56,19.9,8.37,28.09,19.07,63762.3,2020,CA,49
6.84,5.36,22.44,25.7,8.8,19.88,10.97,53161.92,2020,CA,50
13.01,13.8,27.11,22.8,7.56,11.21,4.51,41023.08,2020,CA,51
2.34,2.4,9.99,17.8,6.47,34.92,26.07,77429.52,2020,CA,52
4.52,4.65,17.72,22.88,9.72,25.96,14.55,60321.24,2020,CA,53
3.85,4.39,17.37,16.9,5.37,32.52,19.6,65178.54,2020,CO,1
1.32,2.36,14.24,17.09,8.08,32.99,23.91,64803.06,2020,CO,2
3.29,5.27,25.98,23.85,8.62,22.19,10.79,47349.54,2020,CO,3
4.44,4.67,22.88,21.56,9.25,23.09,14.11,59531.22,2020,CO,4
1.89,3.38,22.42,23.16,11.39,23.57,14.19,52960.32,2020,CO,5
3.33,4.39,19.77,19.79,8.69,27.22,16.81,63201.6,2020,CO,6
4.24,6.29,25.27,20.04,7.94,23.92,12.3,58480.38,2020,CO,7
4.01,5.48,26.02,17.33,8.6,20.87,17.69,64273.86,2020,CT,1
1.95,4.99,28.79,19.66,8.76,20.33,15.51,63328.86,2020,CT,2
3.27,6.1,31.27,16.79,6.5,19.05,17.02,60311.16,2020,CT,3
5.51,4.09,19.62,11.86,6.33,29.01,23.59,75408.48,2020,CT,4
5.11,5.9,28.1,16.7,8.04,20.77,15.38,61436.340000000004,2020,CT,5
3.48,6.2,30.21,18.63,8.28,19.54,13.66,54386.64,2020,DE,0
2.67,6.96,28.99,23.76,10.68,17.48,9.47,45021.06,2020,FL,1
3.41,8.68,32.38,21.64,9.26,14.48,10.16,45648.54,2020,FL,2
2.7,6.47,29.04,20.49,11.25,17.41,12.64,46425.96,2020,FL,3
2.28,4.25,23.34,18.54,9.7,27.07,14.83,56294.28,2020,FL,4
4.22,10.2,33.47,23.17,8.57,12.73,7.64,40556.88,2020,FL,5
2.7,5.99,33.25,21.98,11.28,15.72,9.07,41476.68,2020,FL,6
2.73,4.45,22.2,17.49,12.01,26.8,14.32,51350.04,2020,FL,7
2.1,5.77,28.12,21.51,12.01,19.15,11.34,45401.58,2020,FL,8
5.04,7.91,30.35,19.62,11.44,17.07,8.58,40369.14,2020,FL,9
5.08,8.74,25.24,19.06,9.31,21.22,11.35,42832.44,2020,FL,10
2.65,7.44,32.59,23.3,10.56,14.16,9.29,39301.92,2020,FL,11
2.6,6.26,31.66,20.55,10.57,18.43,9.94,50652.0,2020,FL,12
3.04,6.51,26.67,20.99,9.79,21.63,11.38,48637.26,2020,FL,13
4.82,6.1,25.81,16.26,8.53,23.49,14.98,49274.82,2020,FL,14
4.43,7.96,30.51,20.69,10.66,17.28,8.48,45341.1,2020,FL,15
3.7,5.07,28.62,19.76,9.75,19.89,13.21,47393.64,2020,FL,16
4.13,7.43,34.93,21.19,9.35,14.37,8.6,39846.24,2020,FL,17
3.51,6.27,27.65,20.43,9.82,19.8,12.51,48796.02,2020,FL,18
4.42,5.74,28.03,19.01,8.99,20.69,13.12,45727.92,2020,FL,19
7.77,9.05,34.58,18.35,9.41,13.99,6.85,39832.38,2020,FL,20
6.54,4.68,23.82,18.55,9.34,22.17,14.9,46588.5,2020,FL,21
3.55,4.5,22.75,19.04,8.56,25.41,16.19,52185.42,2020,FL,22
3.53,4.23,23.13,17.48,10.98,25.11,15.54,52476.48,2020,FL,23
10.46,9.87,32.97,17.43,8.91,12.92,7.44,37415.7,2020,FL,24
10.53,13.32,27.37,13.16,8.73,16.65,10.23,40109.58,2020,FL,25
8.63,9.54,27.53,15.54,10.25,19.65,8.86,44014.32,2020,FL,26
8.12,6.74,21.75,13.96,8.31,24.08,17.04,47079.9,2020,FL,27
3.25,8.0,30.25,24.25,7.96,16.49,9.8,45261.72,2020,GA,1
5.12,10.76,32.74,23.91,9.04,10.35,8.08,39299.4,2020,GA,2
3.52,7.56,31.57,22.83,8.49,16.36,9.68,52148.88,2020,GA,3
4.81,7.51,26.38,20.75,9.8,18.79,11.95,45904.32,2020,GA,4
2.64,6.78,21.77,15.06,6.36,26.59,20.8,57622.32,2020,GA,5
2.85,2.54,11.3,13.38,4.8,38.11,27.02,78490.44,2020,GA,6
5.61,5.28,18.94,16.51,8.63,29.44,15.6,54884.340000000004,2020,GA,7
4.81,8.69,34.42,19.33,10.05,13.23,9.46,45293.22,2020,GA,8
6.47,9.57,30.99,20.94,7.8,15.12,9.11,45075.24,2020,GA,9
3.76,8.4,30.52,19.99,7.74,17.63,11.95,49977.9,2020,GA,10
4.22,5.32,20.28,20.29,7.05,27.74,15.1,59804.64,2020,GA,11
4.29,10.32,34.69,20.02,8.53,13.79,8.36,43301.16,2020,GA,12
4.63,5.65,29.4,21.55,9.13,20.22,9.43,50643.18,2020,GA,13
7.45,10.8,33.88,22.07,7.36,10.84,7.6,45307.08,2020,GA,14
3.95,4.09,24.64,19.1,11.5,24.03,12.68,59500.98,2020,HI,1
3.31,3.87,30.43,22.35,9.72,19.97,10.35,52467.66,2020,HI,2
2.74,5.64,26.84,26.48,11.13,17.98,9.2,46093.32,2020,ID,1
3.27,5.44,25.17,25.47,10.07,19.77,10.81,45719.1,2020,ID,2
3.38,7.41,25.77,23.92,8.2,18.65,12.68,52261.02,2020,IL,1
4.91,5.91,30.68,26.67,8.55,14.68,8.59,47906.46,2020,IL,2
6.54,5.92,28.74,19.46,8.12,20.28,10.93,58407.3,2020,IL,3
14.18,8.81,28.53,14.8,5.92,18.16,9.6,46837.98,2020,IL,4
4.46,2.82,16.28,13.97,5.69,33.18,23.59,76222.44,2020,IL,5
2.2,2.29,17.34,17.3,7.7,32.0,21.16,77089.32,2020,IL,6
5.1,7.97,21.14,15.7,5.2,23.26,21.62,65521.26,2020,IL,7
6.54,5.5,25.13,19.7,8.14,23.03,11.96,55039.32,2020,IL,8
3.97,4.33,15.5,14.34,6.11,31.32,24.43,64097.46,2020,IL,9
5.78,5.38,20.3,18.1,6.22,25.36,18.85,60040.26,2020,IL,10
5.97,5.96,24.38,18.75,7.4,23.68,13.85,58344.3,2020,IL,11
2.52,7.17,30.72,25.43,10.28,14.46,9.42,46895.94,2020,IL,12
2.32,5.09,30.99,21.62,8.72,18.21,13.05,51925.86,2020,IL,13
2.04,3.75,22.57,20.37,8.64,27.32,15.3,65925.72,2020,IL,14
3.1,6.49,34.13,22.78,12.6,13.34,7.55,48147.12,2020,IL,15
2.65,6.3,33.44,23.99,10.15,15.12,8.34,51986.340000000004,2020,IL,16
3.62,7.41,34.88,23.26,10.62,13.21,6.99,44455.32,2020,IL,17
1.59,4.42,29.84,21.18,9.39,21.69,11.89,53711.28,2020,IL,18
3.47,5.75,36.98,21.93,8.69,15.2,7.98,51841.44,2020,IN,1
5.09,7.76,36.94,19.55,8.14,14.27,8.25,46176.48,2020,IN,2
5.7,6.61,33.26,20.12,9.8,16.68,7.83,49434.840000000004,2020,IN,3
3.15,6.57,34.21,21.37,8.14,16.88,9.68,50600.340000000004,2020,IN,4
1.91,3.82,22.05,16.57,7.79,29.58,18.28,62858.88,2020,IN,5
3.06,8.0,38.12,20.07,9.16,13.88,7.71,49757.4,2020,IN,6
5.04,10.08,33.16,18.98,7.76,16.34,8.63,44811.9,2020,IN,7
3.11,6.64,37.61,19.45,11.05,14.47,7.67,46645.2,2020,IN,8
2.08,6.19,34.09,21.44,9.07,17.0,10.13,49349.16,2020,IN,9
2.24,4.35,33.95,19.24,12.62,18.98,8.63,51440.76,2020,IA,1
2.85,4.98,31.95,20.58,11.29,17.54,10.82,51220.26,2020,IA,2
2.98,4.27,25.99,20.93,10.65,24.62,10.56,57420.72,2020,IA,3
2.82,5.02,32.76,20.97,13.01,17.54,7.89,49376.88,2020,IA,4
4.96,5.31,28.96,23.72,10.95,17.0,9.1,46718.28,2020,KS,1
1.98,4.71,31.13,23.84,8.91,18.72,10.71,49562.1,2020,KS,2
3.24,3.76,18.78,18.25,7.42,30.11,18.43,63790.020000000004,2020,KS,3
3.22,5.95,27.19,24.48,9.13,19.53,10.5,49397.04,2020,KS,4
5.75,7.97,40.06,19.99,9.05,10.05,7.12,43036.56,2020,KY,1
4.82,7.77,34.77,21.03,9.68,13.15,8.77,48659.94,2020,KY,2
2.77,5.93,27.11,21.64,8.14,20.75,13.66,50842.26,2020,KY,3
3.87,6.64,30.87,20.64,8.98,18.06,10.93,53318.16,2020,KY,4
9.67,12.32,38.79,18.06,7.33,7.52,6.3,39325.86,2020,KY,5
3.93,6.12,28.37,20.3,7.95,18.93,14.41,50296.68,2020,KY,6
4.69,7.36,28.33,21.28,6.13,20.26,11.96,52038.0,2020,LA,1
4.06,11.33,31.34,22.02,5.73,15.46,10.06,41878.62,2020,LA,2
5.12,9.41,36.55,18.36,7.25,16.16,7.15,50446.62,2020,LA,3
4.38,10.3,38.13,20.74,7.18,12.08,7.19,41228.46,2020,LA,4
4.99,12.01,38.41,20.31,6.09,11.72,6.48,40738.32,2020,LA,5
3.29,7.58,31.83,20.77,6.33,19.92,10.28,57088.08,2020,LA,6
1.73,4.21,27.4,17.27,8.84,24.83,15.72,52642.8,2020,ME,1
2.49,5.2,35.6,20.08,11.2,16.45,8.98,45297.0,2020,ME,2
2.69,6.09,30.23,19.42,8.46,19.06,14.05,62215.020000000004,2020,MD,1
3.26,6.56,28.91,20.25,8.09,18.89,14.04,61756.38,2020,MD,2
2.98,4.43,18.29,15.99,6.06,26.91,25.33,71545.32,2020,MD,3
6.81,5.71,25.76,19.78,6.36,20.49,15.08,63837.9,2020,MD,4
3.62,5.02,28.04,20.94,8.07,19.25,15.07,73543.68000000001,2020,MD,5
4.56,5.22,23.57,16.36,6.98,22.71,20.6,65152.08,2020,MD,6
3.15,7.63,25.35,18.21,5.57,21.98,18.12,58752.54,2020,MD,7
5.02,4.2,17.52,13.47,5.41,24.73,29.65,76829.76,2020,MD,8
3.97,6.96,31.51,17.01,9.73,17.76,13.05,53694.9,2020,MA,1
2.7,4.81,25.96,17.13,8.69,22.74,17.98,64024.38,2020,MA,2
4.89,5.22,27.01,16.77,7.73,22.11,16.28,64704.78,2020,MA,3
3.27,3.49,20.74,13.84,6.71,26.18,25.78,77297.22,2020,MA,4
2.7,3.04,17.58,11.48,5.07,28.39,31.73,82070.1,2020,MA,5
3.67,3.77,23.03,14.04,8.11,27.85,19.52,75482.82,2020,MA,6
8.15,5.19,21.19,13.3,5.03,24.41,22.73,63301.14,2020,MA,7
4.11,4.03,21.66,14.31,6.65,28.24,20.99,77099.4,2020,MA,8
4.11,4.04,26.9,17.64,9.49,23.75,14.07,59684.94,2020,MA,9
1.77,5.72,32.4,23.29,10.64,16.56,9.61,40860.54,2020,MI,1
2.97,5.53,31.02,22.79,10.2,18.71,8.78,47282.76,2020,MI,2
3.04,5.15,27.98,22.71,9.06,20.95,11.12,51385.32,2020,MI,3
2.61,5.77,35.08,22.9,10.27,14.28,9.1,47291.58,2020,MI,4
2.24,7.74,32.57,26.47,10.8,13.12,7.07,44673.3,2020,MI,5
3.23,6.22,29.54,23.1,9.4,17.67,10.85,46966.5,2020,MI,6
2.38,5.92,32.08,22.73,10.2,16.78,9.92,51909.48,2020,MI,7
1.79,3.51,21.59,21.98,8.91,25.24,16.98,59470.74,2020,MI,8
3.39,5.5,28.97,22.13,8.67,19.29,12.05,52143.840000000004,2020,MI,9
2.58,5.66,31.18,24.24,11.46,15.58,9.31,53316.9,2020,MI,10
1.58,2.89,18.14,19.3,8.99,27.79,21.31,71396.64,2020,MI,11
2.83,6.25,26.69,21.32,8.05,17.6,17.26,57006.18,2020,MI,12
4.39,11.38,35.59,24.78,7.88,9.84,6.15,40044.06,2020,MI,13
3.24,7.06,25.69,22.09,6.88,19.22,15.83,47290.32,2020,MI,14
2.82,4.13,28.87,20.26,12.81,19.7,11.41,52925.04,2020,MN,1
1.91,2.98,21.91,20.48,12.01,27.3,13.41,64892.520000000004,2020,MN,2
2.27,2.1,17.43,18.49,9.53,32.93,17.25,71890.56,2020,MN,3
3.6,3.72,21.65,17.46,8.85,27.81,16.91,58000.32,2020,MN,4
3.8,3.87,17.62,17.9,8.52,30.71,17.58,59158.26,2020,MN,5
2.41,3.42,26.5,22.5,12.71,23.05,9.42,64503.18,2020,MN,6
3.0,4.64,31.34,22.36,15.31,16.77,6.58,51644.88,2020,MN,7
1.74,4.83,31.61,24.35,12.88,16.19,8.41,51823.8,2020,MN,8
4.67,10.48,31.39,21.71,10.29,12.93,8.54,45585.54,2020,MS,1
5.59,12.04,31.69,22.78,8.9,11.61,7.4,34506.36,2020,MS,2
4.51,9.91,27.18,20.97,10.9,15.97,10.55,45226.44,2020,MS,3
3.81,8.15,30.75,23.61,11.64,14.03,8.01,41615.28,2020,MS,4
2.42,7.14,27.24,22.54,7.12,18.33,15.21,48269.340000000004,2020,MO,1
1.4,3.2,18.47,17.96,7.14,29.63,22.2,69535.62,2020,MO,2
2.4,6.23,30.51,22.32,10.19,18.7,9.64,52618.86,2020,MO,3
3.4,6.25,34.47,21.94,7.99,15.15,10.81,47082.42,2020,MO,4
2.67,6.07,31.58,22.55,7.38,19.22,10.53,50059.8,2020,MO,5
2.94,5.06,35.13,19.86,8.18,18.6,10.23,51637.32,2020,MO,6
3.71,7.13,32.86,23.71,7.73,16.41,8.47,43946.28,2020,MO,7
4.45,10.42,39.22,20.44,7.62,10.84,6.99,39813.48,2020,MO,8
1.63,4.12,28.45,22.86,9.35,23.09,10.49,46560.78,2020,MT,0
3.14,4.25,25.03,21.6,12.99,21.51,11.47,51998.94,2020,NE,1
3.61,3.97,21.58,20.89,7.76,27.14,15.04,58903.74,2020,NE,2
3.53,5.44,30.78,23.75,12.81,16.23,7.45,46607.4,2020,NE,3
9.81,13.11,31.05,21.47,6.97,11.94,5.65,39279.24,2020,NV,1
4.26,7.34,25.07,26.23,9.8,17.03,10.28,52330.32,2020,NV,2
1.8,4.24,25.02,24.71,9.59,22.37,12.26,57535.38,2020,NV,3
5.61,8.34,30.67,25.81,8.48,13.93,7.15,48230.28,2020,NV,4
1.84,4.71,27.74,17.7,9.79,23.73,14.49,60747.12,2020,NH,1
2.11,4.75,28.42,17.84,9.94,22.11,14.83,59063.76,2020,NH,2
3.71,5.37,30.84,18.55,8.17,21.61,11.75,60430.86,2020,NJ,1
4.4,7.47,34.89,18.67,7.39,17.27,9.91,52171.56,2020,NJ,2
1.93,4.4,31.06,18.4,8.25,23.39,12.58,65858.94,2020,NJ,3
2.15,3.79,25.73,16.49,7.54,27.01,17.28,68532.66,2020,NJ,4
2.28,3.83,21.3,15.37,6.59,31.08,19.54,78708.42,2020,NJ,5
4.82,6.47,25.19,15.92,6.52,24.81,16.28,65148.3,2020,NJ,6
2.97,2.65,20.52,13.12,5.9,31.61,23.22,83204.1,2020,NJ,7
12.31,6.44,28.54,13.08,4.31,21.15,14.17,53958.24,2020,NJ,8
7.75,5.08,31.19,14.84,5.58,22.68,12.88,58772.7,2020,NJ,9
6.45,7.1,30.11,18.15,5.85,21.03,11.31,55295.1,2020,NJ,10
2.16,2.53,19.57,12.94,5.68,33.98,23.13,89322.66,2020,NJ,11
4.55,5.28,23.88,13.52,5.65,26.03,21.09,69272.28,2020,NJ,12
